Ohio_STR;TEACHERS;GLOBAL LIQUIDITY RESERVE;;;INTERNATIONAL FUNDS;;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;TEACHERS;FUKUOKA FINANCIAL GROUP INC;;;INTERNATIONAL COMMON STOCKS;1,103,738.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GDF SUEZ - STRIP VVPR;;;INTERNATIONAL COMMON STOCKS;111,510.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GEA GROUP;;;INTERNATIONAL COMMON STOCKS;20,369.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GIVAUDAN;;;INTERNATIONAL COMMON STOCKS;720.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GLENCORE XSTRATA PLC;;;INTERNATIONAL COMMON STOCKS;2,720,544.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GOLDCORP INC;;;INTERNATIONAL COMMON STOCKS;70,503.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GOODMAN GROUP;;;INTERNATIONAL COMMON STOCKS;250,606.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GPE BRUX LAMBERT;;;INTERNATIONAL COMMON STOCKS;38,640.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GPT GROUP;;;INTERNATIONAL COMMON STOCKS;306,038.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GREAT-WEST LIFECO;;;INTERNATIONAL COMMON STOCKS;119,374.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GROUP DANONE ORD;;;INTERNATIONAL COMMON STOCKS;208,624.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GUNGHO ONLINE ENTERTAINMENT;;;INTERNATIONAL COMMON STOCKS;36,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;GUNMA BANK Y50;;;INTERNATIONAL COMMON STOCKS;248,493.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HACHIJUNI BANK LTD/THE;;;INTERNATIONAL COMMON STOCKS;482,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HAMMERSON PLC 25P;;;INTERNATIONAL COMMON STOCKS;684,458.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HANKYU HANSHIN HOLDINGS, INC;;;INTERNATIONAL COMMON STOCKS;392,625.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HANNOVER RUECKVERSICHERU;;;INTERNATIONAL COMMON STOCKS;91,294.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HARGREAVES LANSDOWN PLC;;;INTERNATIONAL COMMON STOCKS;105,681.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HEIDELBERGER CEMENT;;;INTERNATIONAL COMMON STOCKS;65,330.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HEINEKEN HOLDING NV;;;INTERNATIONAL COMMON STOCKS;119,689.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HEINEKEN NV;;;INTERNATIONAL COMMON STOCKS;125,584.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HENKEL AG & CO;;;INTERNATIONAL COMMON STOCKS;108,898.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HENNES & MAURITZ AB-B;;;INTERNATIONAL COMMON STOCKS;164,096.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HIROSHIMA BANK LTD/THE;;;INTERNATIONAL COMMON STOCKS;359,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HITACHI METALS LTD;;;INTERNATIONAL COMMON STOCKS;241,776.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HOKUGIN FINANCIAL GROUP;;;INTERNATIONAL COMMON STOCKS;2,174,663.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;HSBC HOLDINGS ORD;;;INTERNATIONAL COMMON STOCKS;1,839,405.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ICADE;;;INTERNATIONAL COMMON STOCKS;379.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ICL-ISRAEL CHEM OR;;;INTERNATIONAL COMMON STOCKS;135,948.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;IDEMITSU KOSAN CO LTD;;;INTERNATIONAL COMMON STOCKS;179,656.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;IIDA GROUP HOLDINGS CO LTD;;;INTERNATIONAL COMMON STOCKS;156,200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;IMPERIAL BRANDS PLC;;;INTERNATIONAL COMMON STOCKS;259,932.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INDEPENDENT TANKERS CORP;;;INTERNATIONAL COMMON STOCKS;1,840.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INFINEON TECHNOLOGIES AG;;;INTERNATIONAL COMMON STOCKS;598,930.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ING GROEP NV NLG1;;;INTERNATIONAL COMMON STOCKS;1,702,389.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INMARSAT PLC;;;INTERNATIONAL COMMON STOCKS;333,056.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INTACT FINANCIAL CORP;;;INTERNATIONAL COMMON STOCKS;47,297.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INTERCONTINENTAL HOTELS;;;INTERNATIONAL COMMON STOCKS;184,463.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INTESA SANPAOLOA SPA;;;INTERNATIONAL COMMON STOCKS;5,450,534.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INTU PROPERTIES PLC;;;INTERNATIONAL COMMON STOCKS;265,847.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INVESTEC PLC;;;INTERNATIONAL COMMON STOCKS;435,055.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;INVESTOR AB-B SHS;;;INTERNATIONAL COMMON STOCKS;173,420.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ISHARES MSCI EAFE INDEX FUND;;;INTERNATIONAL COMMON STOCKS;114,500.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ISRAEL CORP ORD SH;;;INTERNATIONAL COMMON STOCKS;806.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ISS A/S;;;INTERNATIONAL COMMON STOCKS;191,408.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ISUZU MOTORS LTD;;;INTERNATIONAL COMMON STOCKS;71,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ITOCHU CORP Y50;;;INTERNATIONAL COMMON STOCKS;646,400.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ITV;;;INTERNATIONAL COMMON STOCKS;1,517,996.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;IYO BANK LTD;;;INTERNATIONAL COMMON STOCKS;232,800.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;JAPAN AIRLINES CO LTD;;;INTERNATIONAL COMMON STOCKS;207,506.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;JFE HOLDINGS INC;;;INTERNATIONAL COMMON STOCKS;844,700.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;JX HOLDINGS INC;;;INTERNATIONAL COMMON STOCKS;554,500.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;K+S AG;;;INTERNATIONAL COMMON STOCKS;42,298.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KABEL DEUTSCHLAND HOLDING;;;INTERNATIONAL COMMON STOCKS;18,437.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KANSAI PAINT CO Y5;;;INTERNATIONAL COMMON STOCKS;956.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KBC GROUP;;;INTERNATIONAL COMMON STOCKS;76,695.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KENON HOLDINGS LTD;;;INTERNATIONAL COMMON STOCKS;5,642.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KERRY GROUP PLC-A;;;INTERNATIONAL COMMON STOCKS;7,508.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KINGFISHER PLC;;;INTERNATIONAL COMMON STOCKS;916,398.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KINNEVIK AB - B;;;INTERNATIONAL COMMON STOCKS;91,416.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KINROSS GOLD CORP;;;INTERNATIONAL COMMON STOCKS;313,684.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KIRIN BREWERY CO C;;;INTERNATIONAL COMMON STOCKS;1.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KLEPIERRE;;;INTERNATIONAL COMMON STOCKS;64,645.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KOBE STEEL;;;INTERNATIONAL COMMON STOCKS;2,961,604.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KOMATSU Y50;;;INTERNATIONAL COMMON STOCKS;195,388.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KONAMI CO JPY50;;;INTERNATIONAL COMMON STOCKS;190,600.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KONICA MINOLTA INC;;;INTERNATIONAL COMMON STOCKS;170,517.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KONINKLIJKE AHOLD DELHAIZE NV;;;INTERNATIONAL COMMON STOCKS;1,216,721.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KONINKLIJKE KRN;;;INTERNATIONAL COMMON STOCKS;1,090,932.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;KURARAY CO Y50;;;INTERNATIONAL COMMON STOCKS;241,428.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LAND SECURITIES GP;;;INTERNATIONAL COMMON STOCKS;168,880.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LEGAL + GENERAL OR;;;INTERNATIONAL COMMON STOCKS;673,948.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LEGRAND SA;;;INTERNATIONAL COMMON STOCKS;155,162.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LEND LEASE GROUP;;;INTERNATIONAL COMMON STOCKS;76,229.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LEONARDO-FINMECCANICA SPA;;;INTERNATIONAL COMMON STOCKS;184,240.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LINDE AG;;;INTERNATIONAL COMMON STOCKS;42,390.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LINDT & SPRUENGLI;;;INTERNATIONAL COMMON STOCKS;20.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LINDT & SPRUENGLI AG-PC;;;INTERNATIONAL COMMON STOCKS;320.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LLOYDS TSB GROUP O;;;INTERNATIONAL COMMON STOCKS;1,144,990.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;L''OREAL FRF10;;;INTERNATIONAL COMMON STOCKS;54,893.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LUXOTTICA GROUP SPA;;;INTERNATIONAL COMMON STOCKS;102,164.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;LVMH MOET-HENNESSY;;;INTERNATIONAL COMMON STOCKS;34,007.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MACQUARIE BANK LIMITED;;;INTERNATIONAL COMMON STOCKS;11,932.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MAGNA INTERNATIONAL INC-CL A;;;INTERNATIONAL COMMON STOCKS;89,445.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MAKITA ELECTRIC Y5;;;INTERNATIONAL COMMON STOCKS;88.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MANULIFE FINANCIAL CORP;;;INTERNATIONAL COMMON STOCKS;175,351.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MARKS+ SPENCER ORD;;;INTERNATIONAL COMMON STOCKS;137,695.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MARUBENI CORP JPY5;;;INTERNATIONAL COMMON STOCKS;272,736.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MEDIOBANCA SPA ITL;;;INTERNATIONAL COMMON STOCKS;514,266.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MEDIPAL HOLDINGS CORP;;;INTERNATIONAL COMMON STOCKS;202,200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MEG ENERGY CORP;;;INTERNATIONAL COMMON STOCKS;84,831.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MERCK KGAA DEM NPV;;;INTERNATIONAL COMMON STOCKS;25,184.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;METRO INC -A;;;INTERNATIONAL COMMON STOCKS;41,113.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MIRACA HOLDINGS INC;;;INTERNATIONAL COMMON STOCKS;5,064.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI CHEM JP;;;INTERNATIONAL COMMON STOCKS;1,379,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI CORP Y5;;;INTERNATIONAL COMMON STOCKS;567,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI ELEC CP;;;INTERNATIONAL COMMON STOCKS;200.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI HVY IND;;;INTERNATIONAL COMMON STOCKS;300.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI MATERLS;;;INTERNATIONAL COMMON STOCKS;1,807,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI UFJ FINANCIAL CORP;;;INTERNATIONAL COMMON STOCKS;3,196,994.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUBISHI UFJ LEASE & FINAN;;;INTERNATIONAL COMMON STOCKS;518,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUI + CO JPY50;;;INTERNATIONAL COMMON STOCKS;425,957.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUI FUDOSAN CO;;;INTERNATIONAL COMMON STOCKS;125.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MITSUI SUMITOMO INSURANCE;;;INTERNATIONAL COMMON STOCKS;452,700.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MIZUHO FINANCIAL GROUP;;;INTERNATIONAL COMMON STOCKS;5,703,767.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MORRISON <WM.>;;;INTERNATIONAL COMMON STOCKS;1,351,334.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MUNCHENER RUCKVS;;;INTERNATIONAL COMMON STOCKS;76,060.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;MURATA MFG CO JPY5;;;INTERNATIONAL COMMON STOCKS;36,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NATEXIS FRF 100.0;;;INTERNATIONAL COMMON STOCKS;30,843.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NATIONAL BANK OF CANADA;;;INTERNATIONAL COMMON STOCKS;70,087.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NATIONAL GRID GROU;;;INTERNATIONAL COMMON STOCKS;413,594.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NATL AUSTRALIA BK;;;INTERNATIONAL COMMON STOCKS;55,619.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NESTLE SA CHF;;;INTERNATIONAL COMMON STOCKS;351,629.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NEXT PLC;;;INTERNATIONAL COMMON STOCKS;39,442.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NHK SPRING CO LTD;;;INTERNATIONAL COMMON STOCKS;217,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NICE SYSTEMS LTD;;;INTERNATIONAL COMMON STOCKS;184,967.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NINTENDO CO LTD;;;INTERNATIONAL COMMON STOCKS;38,400.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NIPPON PAINT CO LTD;;;INTERNATIONAL COMMON STOCKS;261,800.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NIPPON STEEL & SUMITOMO;;;INTERNATIONAL COMMON STOCKS;157,500.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NIPPON TEL+TEL CP;;;INTERNATIONAL COMMON STOCKS;811,307.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NISSAN MOTOR CO Y5;;;INTERNATIONAL COMMON STOCKS;388,358.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NITTO DENKO CORP Y;;;INTERNATIONAL COMMON STOCKS;12,700.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NKSJ HOLDINGS, INC;;;INTERNATIONAL COMMON STOCKS;266,957.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NN GROUP NV;;;INTERNATIONAL COMMON STOCKS;62,766.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NOK CORP;;;INTERNATIONAL COMMON STOCKS;153,728.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NOMURA RESEARCH;;;INTERNATIONAL COMMON STOCKS;45,320.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NORDEA BANK AB;;;INTERNATIONAL COMMON STOCKS;412,619.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NORSK HYDRO AS NOK;;;INTERNATIONAL COMMON STOCKS;933,938.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NOVARTIS AG CHF 20;;;INTERNATIONAL COMMON STOCKS;113,850.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NOVO NORDISK A/S-B;;;INTERNATIONAL COMMON STOCKS;1,031,518.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NOVOZYMES A/S-B;;;INTERNATIONAL COMMON STOCKS;25,670.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NTT DATA CORP;;;INTERNATIONAL COMMON STOCKS;193,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;NTT DOCOMO INC;;;INTERNATIONAL COMMON STOCKS;1,597,996.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OBAYASHI CORP JPY5;;;INTERNATIONAL COMMON STOCKS;817,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OJI HOLDINGS CORP;;;INTERNATIONAL COMMON STOCKS;1,239,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OMV AG AUSH100;;;INTERNATIONAL COMMON STOCKS;407,463.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ORICA LIMITED NPV;;;INTERNATIONAL COMMON STOCKS;50,112.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ORIGIN ENERGY LIMITED;;;INTERNATIONAL COMMON STOCKS;185,974.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ORKLA ASA NWKR 6.2;;;INTERNATIONAL COMMON STOCKS;606,272.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;OSAKA GAS CO Y50;;;INTERNATIONAL COMMON STOCKS;3,214,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PANASONIC CORP;;;INTERNATIONAL COMMON STOCKS;250,566.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PANDORA A/S;;;INTERNATIONAL COMMON STOCKS;62,324.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PARTNERS GROUP HOLDING;;;INTERNATIONAL COMMON STOCKS;7,346.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PERNOD-RICARD FF20;;;INTERNATIONAL COMMON STOCKS;5,514.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PERSIMMON;;;INTERNATIONAL COMMON STOCKS;83,254.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PHILIPS ELECTRONICS;;;INTERNATIONAL COMMON STOCKS;377,523.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PORSCHE AG-PFD;;;INTERNATIONAL COMMON STOCKS;49,114.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;POTASH CORP OF;;;INTERNATIONAL COMMON STOCKS;23,281.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;POWER CORP OF CANADA;;;INTERNATIONAL COMMON STOCKS;100,321.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PROSIEBENSAT.1 MEDIA AG;;;INTERNATIONAL COMMON STOCKS;109,294.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;PRUDENTIAL CORP GB;;;INTERNATIONAL COMMON STOCKS;110,795.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;QBE INS GROUP A 1;;;INTERNATIONAL COMMON STOCKS;57,751.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RAIFFEISEN BANK INTERNATIONAL;;;INTERNATIONAL COMMON STOCKS;269,209.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RANDSTAD HOLDING;;;INTERNATIONAL COMMON STOCKS;40,616.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RECKITT BENCKISER GROUP PLC;;;INTERNATIONAL COMMON STOCKS;84,303.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;REED INTERNATIONAL;;;INTERNATIONAL COMMON STOCKS;717,522.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RELX NV;;;INTERNATIONAL COMMON STOCKS;480,581.95;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RENAULT SA;;;INTERNATIONAL COMMON STOCKS;59,983.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;RESONA HOLDINGS INC;;;INTERNATIONAL COMMON STOCKS;309,296.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
